"Step","genial-plant-1122 - loss","genial-plant-1122 - loss__MIN","genial-plant-1122 - loss__MAX"
"439","65.24848937988281","65.24848937988281","65.24848937988281"
"440","74.35371398925781","74.35371398925781","74.35371398925781"
"441","63.95649337768555","63.95649337768555","63.95649337768555"
"442","55.837337493896484","55.837337493896484","55.837337493896484"
"443","64.01438903808594","64.01438903808594","64.01438903808594"
"444","67.9359130859375","67.9359130859375","67.9359130859375"
"445","65.9991683959961","65.9991683959961","65.9991683959961"
"446","78.18317413330078","78.18317413330078","78.18317413330078"
"447","71.83727264404297","71.83727264404297","71.83727264404297"
"448","65.95734405517578","65.95734405517578","65.95734405517578"
"461","69.68214416503906","69.68214416503906","69.68214416503906"
"462","60.6786994934082","60.6786994934082","60.6786994934082"
"463","86.71916961669922","86.71916961669922","86.71916961669922"
"464","70.46031188964844","70.46031188964844","70.46031188964844"
"465","74.00808715820312","74.00808715820312","74.00808715820312"
"466","61.311676025390625","61.311676025390625","61.311676025390625"
"467","56.973670959472656","56.973670959472656","56.973670959472656"
"468","75.27485656738281","75.27485656738281","75.27485656738281"
"469","63.36964416503906","63.36964416503906","63.36964416503906"
"470","90.53215026855469","90.53215026855469","90.53215026855469"
"471","68.25802612304688","68.25802612304688","68.25802612304688"
"472","78.46177673339844","78.46177673339844","78.46177673339844"
"473","81.62413024902344","81.62413024902344","81.62413024902344"
"474","81.36481475830078","81.36481475830078","81.36481475830078"
"475","69.53522491455078","69.53522491455078","69.53522491455078"
"476","44.904296875","44.904296875","44.904296875"
"477","68.36085510253906","68.36085510253906","68.36085510253906"
"478","67.87104034423828","67.87104034423828","67.87104034423828"
"479","71.01626586914062","71.01626586914062","71.01626586914062"
"480","70.99011993408203","70.99011993408203","70.99011993408203"
"481","76.17169952392578","76.17169952392578","76.17169952392578"
"482","67.69818878173828","67.69818878173828","67.69818878173828"
"483","62.000553131103516","62.000553131103516","62.000553131103516"
"484","66.61613464355469","66.61613464355469","66.61613464355469"
"485","58.90562438964844","58.90562438964844","58.90562438964844"
"486","62.91606521606445","62.91606521606445","62.91606521606445"
"487","70.92202758789062","70.92202758789062","70.92202758789062"
"488","58.27741241455078","58.27741241455078","58.27741241455078"
"489","61.968605041503906","61.968605041503906","61.968605041503906"
"490","61.057350158691406","61.057350158691406","61.057350158691406"
"491","56.93098449707031","56.93098449707031","56.93098449707031"
"492","60.70896911621094","60.70896911621094","60.70896911621094"
"493","74.0902328491211","74.0902328491211","74.0902328491211"
"494","51.45030975341797","51.45030975341797","51.45030975341797"
"495","93.31300354003906","93.31300354003906","93.31300354003906"
"496","58.58613967895508","58.58613967895508","58.58613967895508"
"497","57.37933349609375","57.37933349609375","57.37933349609375"
"498","58.21077346801758","58.21077346801758","58.21077346801758"
"499","60.52309799194336","60.52309799194336","60.52309799194336"
"500","72.00178527832031","72.00178527832031","72.00178527832031"
"501","52.5837287902832","52.5837287902832","52.5837287902832"
"502","71.99508666992188","71.99508666992188","71.99508666992188"
"503","63.657569885253906","63.657569885253906","63.657569885253906"
"504","66.93238830566406","66.93238830566406","66.93238830566406"
"505","70.54525756835938","70.54525756835938","70.54525756835938"
"506","71.8304443359375","71.8304443359375","71.8304443359375"
"507","64.43235778808594","64.43235778808594","64.43235778808594"
"508","67.0682373046875","67.0682373046875","67.0682373046875"
"509","60.40554428100586","60.40554428100586","60.40554428100586"
"510","61.65264129638672","61.65264129638672","61.65264129638672"
"511","56.53611373901367","56.53611373901367","56.53611373901367"
"512","62.42371368408203","62.42371368408203","62.42371368408203"
"513","58.220157623291016","58.220157623291016","58.220157623291016"
"514","55.217857360839844","55.217857360839844","55.217857360839844"
"515","81.35748291015625","81.35748291015625","81.35748291015625"
"516","75.78805541992188","75.78805541992188","75.78805541992188"
"517","67.23974609375","67.23974609375","67.23974609375"
"518","68.47750854492188","68.47750854492188","68.47750854492188"
"519","59.59992980957031","59.59992980957031","59.59992980957031"
"520","65.28993225097656","65.28993225097656","65.28993225097656"
"521","73.06752014160156","73.06752014160156","73.06752014160156"
"522","59.642154693603516","59.642154693603516","59.642154693603516"
"523","54.44862747192383","54.44862747192383","54.44862747192383"
"524","64.407958984375","64.407958984375","64.407958984375"
"525","63.16242218017578","63.16242218017578","63.16242218017578"
"526","60.87842559814453","60.87842559814453","60.87842559814453"
"527","56.8643798828125","56.8643798828125","56.8643798828125"
"528","64.1793212890625","64.1793212890625","64.1793212890625"
"529","69.13196563720703","69.13196563720703","69.13196563720703"
"542","57.324153900146484","57.324153900146484","57.324153900146484"
"543","48.980796813964844","48.980796813964844","48.980796813964844"
"544","57.51604461669922","57.51604461669922","57.51604461669922"
"545","55.8720703125","55.8720703125","55.8720703125"
"546","59.136932373046875","59.136932373046875","59.136932373046875"
"547","72.48534393310547","72.48534393310547","72.48534393310547"
"548","54.20954895019531","54.20954895019531","54.20954895019531"
"549","77.02824401855469","77.02824401855469","77.02824401855469"
"550","57.859405517578125","57.859405517578125","57.859405517578125"
"551","52.70048141479492","52.70048141479492","52.70048141479492"
"552","59.480960845947266","59.480960845947266","59.480960845947266"
"553","68.67235565185547","68.67235565185547","68.67235565185547"
"554","62.5722541809082","62.5722541809082","62.5722541809082"
"555","66.67111206054688","66.67111206054688","66.67111206054688"
"556","59.85612487792969","59.85612487792969","59.85612487792969"
"557","63.62614440917969","63.62614440917969","63.62614440917969"
"558","59.64181900024414","59.64181900024414","59.64181900024414"
"559","53.53059387207031","53.53059387207031","53.53059387207031"
"560","62.67182540893555","62.67182540893555","62.67182540893555"
"561","67.94221496582031","67.94221496582031","67.94221496582031"
"562","55.50506591796875","55.50506591796875","55.50506591796875"
"563","60.670921325683594","60.670921325683594","60.670921325683594"
"564","55.707763671875","55.707763671875","55.707763671875"
"565","52.53986358642578","52.53986358642578","52.53986358642578"
"566","58.157623291015625","58.157623291015625","58.157623291015625"
"567","56.00285720825195","56.00285720825195","56.00285720825195"
"568","56.267250061035156","56.267250061035156","56.267250061035156"
"569","51.55445098876953","51.55445098876953","51.55445098876953"
"570","56.395713806152344","56.395713806152344","56.395713806152344"
