"Step","golden-forest-1144 - loss","golden-forest-1144 - loss__MIN","golden-forest-1144 - loss__MAX"
"66","26.113037109375","26.113037109375","26.113037109375"
"67","30.6334228515625","30.6334228515625","30.6334228515625"
"68","28.435447692871094","28.435447692871094","28.435447692871094"
"69","30.17386245727539","30.17386245727539","30.17386245727539"
"70","32.34354019165039","32.34354019165039","32.34354019165039"
"71","28.55394744873047","28.55394744873047","28.55394744873047"
"72","25.90814971923828","25.90814971923828","25.90814971923828"
"73","26.071678161621094","26.071678161621094","26.071678161621094"
"74","24.03903579711914","24.03903579711914","24.03903579711914"
"75","25.42768096923828","25.42768096923828","25.42768096923828"
"76","27.906023025512695","27.906023025512695","27.906023025512695"
"77","27.97504425048828","27.97504425048828","27.97504425048828"
"78","30.585811614990234","30.585811614990234","30.585811614990234"
"79","28.292003631591797","28.292003631591797","28.292003631591797"
"80","23.52748680114746","23.52748680114746","23.52748680114746"
"81","25.87984848022461","25.87984848022461","25.87984848022461"
"82","23.104324340820312","23.104324340820312","23.104324340820312"
"83","25.969240188598633","25.969240188598633","25.969240188598633"
"84","29.445362091064453","29.445362091064453","29.445362091064453"
"85","31.559314727783203","31.559314727783203","31.559314727783203"
"86","26.173755645751953","26.173755645751953","26.173755645751953"
"87","25.476627349853516","25.476627349853516","25.476627349853516"
"88","29.159387588500977","29.159387588500977","29.159387588500977"
"89","29.401166915893555","29.401166915893555","29.401166915893555"
"90","26.021507263183594","26.021507263183594","26.021507263183594"
"91","30.400604248046875","30.400604248046875","30.400604248046875"
"92","29.288681030273438","29.288681030273438","29.288681030273438"
"93","24.768413543701172","24.768413543701172","24.768413543701172"
"94","26.558284759521484","26.558284759521484","26.558284759521484"
"95","21.957035064697266","21.957035064697266","21.957035064697266"
"96","24.14994239807129","24.14994239807129","24.14994239807129"
"97","23.654239654541016","23.654239654541016","23.654239654541016"
"98","21.335126876831055","21.335126876831055","21.335126876831055"
"99","21.183639526367188","21.183639526367188","21.183639526367188"
"100","29.726322174072266","29.726322174072266","29.726322174072266"
"101","23.681333541870117","23.681333541870117","23.681333541870117"
"102","27.875967025756836","27.875967025756836","27.875967025756836"
"103","27.808563232421875","27.808563232421875","27.808563232421875"
"104","26.62282943725586","26.62282943725586","26.62282943725586"
"105","26.319477081298828","26.319477081298828","26.319477081298828"
"106","28.290023803710938","28.290023803710938","28.290023803710938"
"107","21.405868530273438","21.405868530273438","21.405868530273438"
"108","22.919078826904297","22.919078826904297","22.919078826904297"
"109","25.98645782470703","25.98645782470703","25.98645782470703"
"110","27.736520767211914","27.736520767211914","27.736520767211914"
"111","24.58856964111328","24.58856964111328","24.58856964111328"
"112","26.750011444091797","26.750011444091797","26.750011444091797"
"125","28.768695831298828","28.768695831298828","28.768695831298828"
"126","23.1038875579834","23.1038875579834","23.1038875579834"
"127","31.962520599365234","31.962520599365234","31.962520599365234"
"128","24.93977928161621","24.93977928161621","24.93977928161621"
"129","21.923290252685547","21.923290252685547","21.923290252685547"
"130","28.456905364990234","28.456905364990234","28.456905364990234"
"131","25.536968231201172","25.536968231201172","25.536968231201172"
"132","25.239498138427734","25.239498138427734","25.239498138427734"
"133","30.102937698364258","30.102937698364258","30.102937698364258"
"134","26.812023162841797","26.812023162841797","26.812023162841797"
"135","34.08148956298828","34.08148956298828","34.08148956298828"
"136","30.417682647705078","30.417682647705078","30.417682647705078"
"137","36.39082717895508","36.39082717895508","36.39082717895508"
"138","36.033836364746094","36.033836364746094","36.033836364746094"
"139","31.186840057373047","31.186840057373047","31.186840057373047"
"140","27.941341400146484","27.941341400146484","27.941341400146484"
"141","25.760080337524414","25.760080337524414","25.760080337524414"
"142","36.46446228027344","36.46446228027344","36.46446228027344"
"143","21.609861373901367","21.609861373901367","21.609861373901367"
"144","23.019256591796875","23.019256591796875","23.019256591796875"
"145","31.291889190673828","31.291889190673828","31.291889190673828"
"146","23.24215316772461","23.24215316772461","23.24215316772461"
"147","31.37889289855957","31.37889289855957","31.37889289855957"
"148","29.21392059326172","29.21392059326172","29.21392059326172"
"149","26.837791442871094","26.837791442871094","26.837791442871094"
"150","33.46007537841797","33.46007537841797","33.46007537841797"
"151","18.940576553344727","18.940576553344727","18.940576553344727"
"152","27.484294891357422","27.484294891357422","27.484294891357422"
"153","28.669578552246094","28.669578552246094","28.669578552246094"
"154","20.689468383789062","20.689468383789062","20.689468383789062"
"155","26.737504959106445","26.737504959106445","26.737504959106445"
"156","25.65885353088379","25.65885353088379","25.65885353088379"
"157","30.395753860473633","30.395753860473633","30.395753860473633"
"158","25.591228485107422","25.591228485107422","25.591228485107422"
"159","25.92929458618164","25.92929458618164","25.92929458618164"
"160","28.301353454589844","28.301353454589844","28.301353454589844"
"161","26.846118927001953","26.846118927001953","26.846118927001953"
"162","24.48533821105957","24.48533821105957","24.48533821105957"
"163","31.22214126586914","31.22214126586914","31.22214126586914"
"164","21.150970458984375","21.150970458984375","21.150970458984375"
"165","28.62884521484375","28.62884521484375","28.62884521484375"
"166","28.89362144470215","28.89362144470215","28.89362144470215"
"167","26.773887634277344","26.773887634277344","26.773887634277344"
"168","26.423015594482422","26.423015594482422","26.423015594482422"
"169","34.45512771606445","34.45512771606445","34.45512771606445"
"170","24.204683303833008","24.204683303833008","24.204683303833008"
"171","25.611526489257812","25.611526489257812","25.611526489257812"
"172","25.77423095703125","25.77423095703125","25.77423095703125"
"173","30.415088653564453","30.415088653564453","30.415088653564453"
"174","22.256757736206055","22.256757736206055","22.256757736206055"
"175","36.57185745239258","36.57185745239258","36.57185745239258"
"176","24.473819732666016","24.473819732666016","24.473819732666016"
"177","25.587459564208984","25.587459564208984","25.587459564208984"
"178","28.973873138427734","28.973873138427734","28.973873138427734"
"179","26.64377212524414","26.64377212524414","26.64377212524414"
"180","26.97735023498535","26.97735023498535","26.97735023498535"
"181","27.7955322265625","27.7955322265625","27.7955322265625"
"182","33.91978454589844","33.91978454589844","33.91978454589844"
"183","28.724102020263672","28.724102020263672","28.724102020263672"
"184","26.723072052001953","26.723072052001953","26.723072052001953"
"185","27.534992218017578","27.534992218017578","27.534992218017578"
"186","32.58748245239258","32.58748245239258","32.58748245239258"
"187","28.853260040283203","28.853260040283203","28.853260040283203"
"188","25.5076904296875","25.5076904296875","25.5076904296875"
"189","25.26601791381836","25.26601791381836","25.26601791381836"
"190","28.198511123657227","28.198511123657227","28.198511123657227"
"191","28.585372924804688","28.585372924804688","28.585372924804688"
"192","29.57227325439453","29.57227325439453","29.57227325439453"
"193","22.9581298828125","22.9581298828125","22.9581298828125"
"194","22.46813201904297","22.46813201904297","22.46813201904297"
"195","27.1354923248291","27.1354923248291","27.1354923248291"
"196","26.80592155456543","26.80592155456543","26.80592155456543"
"197","29.950340270996094","29.950340270996094","29.950340270996094"
"198","28.513479232788086","28.513479232788086","28.513479232788086"
"199","27.804851531982422","27.804851531982422","27.804851531982422"
"200","32.560508728027344","32.560508728027344","32.560508728027344"
"201","26.22739028930664","26.22739028930664","26.22739028930664"
"202","30.460006713867188","30.460006713867188","30.460006713867188"
"203","22.032310485839844","22.032310485839844","22.032310485839844"
"204","28.663028717041016","28.663028717041016","28.663028717041016"
"205","30.70079803466797","30.70079803466797","30.70079803466797"
"206","24.846534729003906","24.846534729003906","24.846534729003906"
"207","36.94405746459961","36.94405746459961","36.94405746459961"
"208","29.18491554260254","29.18491554260254","29.18491554260254"
"209","29.278709411621094","29.278709411621094","29.278709411621094"
"210","23.435733795166016","23.435733795166016","23.435733795166016"
"211","28.937332153320312","28.937332153320312","28.937332153320312"
"212","28.261396408081055","28.261396408081055","28.261396408081055"
"213","27.492694854736328","27.492694854736328","27.492694854736328"
"214","24.595233917236328","24.595233917236328","24.595233917236328"
"215","26.071989059448242","26.071989059448242","26.071989059448242"
"216","31.50356674194336","31.50356674194336","31.50356674194336"
"217","32.82573318481445","32.82573318481445","32.82573318481445"
"218","29.04891586303711","29.04891586303711","29.04891586303711"
"219","27.057218551635742","27.057218551635742","27.057218551635742"
"220","31.664356231689453","31.664356231689453","31.664356231689453"
"221","27.4526424407959","27.4526424407959","27.4526424407959"
"222","24.72970199584961","24.72970199584961","24.72970199584961"
"223","34.76702880859375","34.76702880859375","34.76702880859375"
"224","27.62308120727539","27.62308120727539","27.62308120727539"
"237","26.723478317260742","26.723478317260742","26.723478317260742"
"238","27.39309310913086","27.39309310913086","27.39309310913086"
"239","27.21021842956543","27.21021842956543","27.21021842956543"
"240","26.12269401550293","26.12269401550293","26.12269401550293"
"241","37.625701904296875","37.625701904296875","37.625701904296875"
"242","26.465240478515625","26.465240478515625","26.465240478515625"
"243","26.618850708007812","26.618850708007812","26.618850708007812"
"244","30.79547119140625","30.79547119140625","30.79547119140625"
"245","27.805221557617188","27.805221557617188","27.805221557617188"
"246","21.60525131225586","21.60525131225586","21.60525131225586"
"247","23.79774284362793","23.79774284362793","23.79774284362793"
"248","25.365798950195312","25.365798950195312","25.365798950195312"
"249","22.916805267333984","22.916805267333984","22.916805267333984"
"250","30.052539825439453","30.052539825439453","30.052539825439453"
"251","27.983322143554688","27.983322143554688","27.983322143554688"
"252","24.59400177001953","24.59400177001953","24.59400177001953"
"253","27.620662689208984","27.620662689208984","27.620662689208984"
"254","24.256553649902344","24.256553649902344","24.256553649902344"
"255","23.174203872680664","23.174203872680664","23.174203872680664"
"256","26.595375061035156","26.595375061035156","26.595375061035156"
"257","28.955425262451172","28.955425262451172","28.955425262451172"
"258","35.53662872314453","35.53662872314453","35.53662872314453"
"259","28.738393783569336","28.738393783569336","28.738393783569336"
"260","25.32061767578125","25.32061767578125","25.32061767578125"
"261","35.56283950805664","35.56283950805664","35.56283950805664"
"262","25.782123565673828","25.782123565673828","25.782123565673828"
"263","31.746868133544922","31.746868133544922","31.746868133544922"
"264","25.533977508544922","25.533977508544922","25.533977508544922"
"265","26.24604606628418","26.24604606628418","26.24604606628418"
"266","28.685646057128906","28.685646057128906","28.685646057128906"
"267","25.957408905029297","25.957408905029297","25.957408905029297"
"268","28.445098876953125","28.445098876953125","28.445098876953125"
"269","29.372764587402344","29.372764587402344","29.372764587402344"
"270","30.35756492614746","30.35756492614746","30.35756492614746"
"271","28.589515686035156","28.589515686035156","28.589515686035156"
"272","28.202787399291992","28.202787399291992","28.202787399291992"
"273","27.355484008789062","27.355484008789062","27.355484008789062"
"274","31.587825775146484","31.587825775146484","31.587825775146484"
"275","30.897214889526367","30.897214889526367","30.897214889526367"
"276","34.04143142700195","34.04143142700195","34.04143142700195"
"277","30.532312393188477","30.532312393188477","30.532312393188477"
"278","28.932785034179688","28.932785034179688","28.932785034179688"
"279","28.616559982299805","28.616559982299805","28.616559982299805"
"280","26.286643981933594","26.286643981933594","26.286643981933594"
"281","26.28895378112793","26.28895378112793","26.28895378112793"
"282","18.785741806030273","18.785741806030273","18.785741806030273"
"283","27.0843505859375","27.0843505859375","27.0843505859375"
"284","24.891948699951172","24.891948699951172","24.891948699951172"
"285","28.486825942993164","28.486825942993164","28.486825942993164"
"286","24.631607055664062","24.631607055664062","24.631607055664062"
"287","28.43573760986328","28.43573760986328","28.43573760986328"
"288","28.718338012695312","28.718338012695312","28.718338012695312"
"289","30.959012985229492","30.959012985229492","30.959012985229492"
"290","29.90261459350586","29.90261459350586","29.90261459350586"
"291","30.280040740966797","30.280040740966797","30.280040740966797"
"292","23.643442153930664","23.643442153930664","23.643442153930664"
"293","25.787307739257812","25.787307739257812","25.787307739257812"
"294","26.661073684692383","26.661073684692383","26.661073684692383"
"295","24.878652572631836","24.878652572631836","24.878652572631836"
"296","22.05959701538086","22.05959701538086","22.05959701538086"
"297","21.597074508666992","21.597074508666992","21.597074508666992"
"298","26.10752296447754","26.10752296447754","26.10752296447754"
"299","24.538192749023438","24.538192749023438","24.538192749023438"
"300","27.69791030883789","27.69791030883789","27.69791030883789"
"301","24.378976821899414","24.378976821899414","24.378976821899414"
"302","24.85818099975586","24.85818099975586","24.85818099975586"
"303","19.289981842041016","19.289981842041016","19.289981842041016"
"304","29.09551239013672","29.09551239013672","29.09551239013672"
"305","31.260238647460938","31.260238647460938","31.260238647460938"
"306","24.337228775024414","24.337228775024414","24.337228775024414"
"307","27.273086547851562","27.273086547851562","27.273086547851562"
"308","24.029939651489258","24.029939651489258","24.029939651489258"
"309","26.494529724121094","26.494529724121094","26.494529724121094"
"310","25.11075782775879","25.11075782775879","25.11075782775879"
"311","33.51954650878906","33.51954650878906","33.51954650878906"
"312","29.83547019958496","29.83547019958496","29.83547019958496"
"313","29.185686111450195","29.185686111450195","29.185686111450195"
"314","28.790464401245117","28.790464401245117","28.790464401245117"
"315","30.600980758666992","30.600980758666992","30.600980758666992"
"316","26.24616241455078","26.24616241455078","26.24616241455078"
"317","23.970224380493164","23.970224380493164","23.970224380493164"
"318","23.41248321533203","23.41248321533203","23.41248321533203"
"319","23.280269622802734","23.280269622802734","23.280269622802734"
"320","24.730321884155273","24.730321884155273","24.730321884155273"
"321","28.356199264526367","28.356199264526367","28.356199264526367"
"322","26.96480941772461","26.96480941772461","26.96480941772461"
"323","30.0825138092041","30.0825138092041","30.0825138092041"
"324","30.01987075805664","30.01987075805664","30.01987075805664"
"325","22.934812545776367","22.934812545776367","22.934812545776367"
"326","28.49747657775879","28.49747657775879","28.49747657775879"
"327","25.504240036010742","25.504240036010742","25.504240036010742"
"328","25.282962799072266","25.282962799072266","25.282962799072266"
"329","26.99964141845703","26.99964141845703","26.99964141845703"
"330","29.32754898071289","29.32754898071289","29.32754898071289"
"331","31.765262603759766","31.765262603759766","31.765262603759766"
"332","26.656721115112305","26.656721115112305","26.656721115112305"
"333","23.917078018188477","23.917078018188477","23.917078018188477"
"334","24.394386291503906","24.394386291503906","24.394386291503906"
"335","26.500946044921875","26.500946044921875","26.500946044921875"
"336","27.26421356201172","27.26421356201172","27.26421356201172"
"349","26.764026641845703","26.764026641845703","26.764026641845703"
"350","27.222692489624023","27.222692489624023","27.222692489624023"
"351","29.345645904541016","29.345645904541016","29.345645904541016"
"352","28.040607452392578","28.040607452392578","28.040607452392578"
"353","25.00248908996582","25.00248908996582","25.00248908996582"
"354","26.99423599243164","26.99423599243164","26.99423599243164"
"355","25.557415008544922","25.557415008544922","25.557415008544922"
"356","26.383316040039062","26.383316040039062","26.383316040039062"
"357","24.912078857421875","24.912078857421875","24.912078857421875"
"358","25.73247528076172","25.73247528076172","25.73247528076172"
"359","23.336936950683594","23.336936950683594","23.336936950683594"
"360","27.332172393798828","27.332172393798828","27.332172393798828"
"361","30.788677215576172","30.788677215576172","30.788677215576172"
"362","33.31536102294922","33.31536102294922","33.31536102294922"
"363","28.47064208984375","28.47064208984375","28.47064208984375"
"364","28.633573532104492","28.633573532104492","28.633573532104492"
"365","21.548370361328125","21.548370361328125","21.548370361328125"
"366","26.764659881591797","26.764659881591797","26.764659881591797"
"367","28.84151840209961","28.84151840209961","28.84151840209961"
"368","29.76941680908203","29.76941680908203","29.76941680908203"
"369","24.0090389251709","24.0090389251709","24.0090389251709"
"370","31.587879180908203","31.587879180908203","31.587879180908203"
"371","24.548749923706055","24.548749923706055","24.548749923706055"
"372","24.060564041137695","24.060564041137695","24.060564041137695"
"373","29.673633575439453","29.673633575439453","29.673633575439453"
"374","30.825918197631836","30.825918197631836","30.825918197631836"
"375","28.193836212158203","28.193836212158203","28.193836212158203"
"376","26.904586791992188","26.904586791992188","26.904586791992188"
"377","27.790769577026367","27.790769577026367","27.790769577026367"
"378","22.72047996520996","22.72047996520996","22.72047996520996"
"379","26.21215057373047","26.21215057373047","26.21215057373047"
"380","29.072628021240234","29.072628021240234","29.072628021240234"
"381","28.654159545898438","28.654159545898438","28.654159545898438"
"382","26.594133377075195","26.594133377075195","26.594133377075195"
"383","28.519123077392578","28.519123077392578","28.519123077392578"
"384","24.360687255859375","24.360687255859375","24.360687255859375"
"385","22.34699249267578","22.34699249267578","22.34699249267578"
"386","23.737041473388672","23.737041473388672","23.737041473388672"
"387","28.042041778564453","28.042041778564453","28.042041778564453"
"388","24.198253631591797","24.198253631591797","24.198253631591797"
"389","26.552474975585938","26.552474975585938","26.552474975585938"
"390","20.95187759399414","20.95187759399414","20.95187759399414"
"391","25.300880432128906","25.300880432128906","25.300880432128906"
"392","29.23267364501953","29.23267364501953","29.23267364501953"
"393","27.548343658447266","27.548343658447266","27.548343658447266"
"394","28.8044490814209","28.8044490814209","28.8044490814209"
"395","24.70758819580078","24.70758819580078","24.70758819580078"
"396","26.915790557861328","26.915790557861328","26.915790557861328"
"397","24.60076141357422","24.60076141357422","24.60076141357422"
"398","26.821149826049805","26.821149826049805","26.821149826049805"
"399","29.876419067382812","29.876419067382812","29.876419067382812"
"400","35.024383544921875","35.024383544921875","35.024383544921875"
"401","29.14556884765625","29.14556884765625","29.14556884765625"
"402","27.433582305908203","27.433582305908203","27.433582305908203"
"403","25.58127212524414","25.58127212524414","25.58127212524414"
"404","30.043350219726562","30.043350219726562","30.043350219726562"
"405","33.06982421875","33.06982421875","33.06982421875"
"406","27.80198860168457","27.80198860168457","27.80198860168457"
"407","19.937625885009766","19.937625885009766","19.937625885009766"
"408","23.46322250366211","23.46322250366211","23.46322250366211"
"409","28.183937072753906","28.183937072753906","28.183937072753906"
"410","33.006046295166016","33.006046295166016","33.006046295166016"
"411","31.217859268188477","31.217859268188477","31.217859268188477"
"412","31.982589721679688","31.982589721679688","31.982589721679688"
"413","40.63421630859375","40.63421630859375","40.63421630859375"
"414","29.311731338500977","29.311731338500977","29.311731338500977"
"415","27.98693084716797","27.98693084716797","27.98693084716797"
"416","29.100744247436523","29.100744247436523","29.100744247436523"
"417","28.443267822265625","28.443267822265625","28.443267822265625"
"418","30.576765060424805","30.576765060424805","30.576765060424805"
"419","22.381088256835938","22.381088256835938","22.381088256835938"
"420","21.99803924560547","21.99803924560547","21.99803924560547"
"421","31.337587356567383","31.337587356567383","31.337587356567383"
"422","30.193710327148438","30.193710327148438","30.193710327148438"
"423","32.66363525390625","32.66363525390625","32.66363525390625"
"424","25.30426597595215","25.30426597595215","25.30426597595215"
"425","25.976421356201172","25.976421356201172","25.976421356201172"
"426","31.179725646972656","31.179725646972656","31.179725646972656"
"427","33.56462097167969","33.56462097167969","33.56462097167969"
"428","28.42388153076172","28.42388153076172","28.42388153076172"
"429","27.7774600982666","27.7774600982666","27.7774600982666"
"430","31.531328201293945","31.531328201293945","31.531328201293945"
"431","33.31023406982422","33.31023406982422","33.31023406982422"
"432","21.71925163269043","21.71925163269043","21.71925163269043"
"433","26.4307804107666","26.4307804107666","26.4307804107666"
"434","30.78394889831543","30.78394889831543","30.78394889831543"
"435","33.748809814453125","33.748809814453125","33.748809814453125"
"436","28.668804168701172","28.668804168701172","28.668804168701172"
"437","29.709218978881836","29.709218978881836","29.709218978881836"
"438","30.025964736938477","30.025964736938477","30.025964736938477"
"439","25.072607040405273","25.072607040405273","25.072607040405273"
"440","28.760116577148438","28.760116577148438","28.760116577148438"
"441","28.00924301147461","28.00924301147461","28.00924301147461"
"442","24.347110748291016","24.347110748291016","24.347110748291016"
"443","28.517921447753906","28.517921447753906","28.517921447753906"
"444","31.124868392944336","31.124868392944336","31.124868392944336"
"445","27.359405517578125","27.359405517578125","27.359405517578125"
"446","34.599388122558594","34.599388122558594","34.599388122558594"
"447","32.159873962402344","32.159873962402344","32.159873962402344"
"448","26.651691436767578","26.651691436767578","26.651691436767578"
"461","30.874858856201172","30.874858856201172","30.874858856201172"
"462","28.22011947631836","28.22011947631836","28.22011947631836"
"463","37.06068420410156","37.06068420410156","37.06068420410156"
"464","28.780521392822266","28.780521392822266","28.780521392822266"
"465","27.813175201416016","27.813175201416016","27.813175201416016"
"466","28.87345314025879","28.87345314025879","28.87345314025879"
"467","25.087265014648438","25.087265014648438","25.087265014648438"
"468","29.121631622314453","29.121631622314453","29.121631622314453"
"469","28.501359939575195","28.501359939575195","28.501359939575195"
"470","34.9970703125","34.9970703125","34.9970703125"
"471","28.149105072021484","28.149105072021484","28.149105072021484"
"472","28.985652923583984","28.985652923583984","28.985652923583984"
"473","32.17642593383789","32.17642593383789","32.17642593383789"
"474","30.41227912902832","30.41227912902832","30.41227912902832"
"475","23.407201766967773","23.407201766967773","23.407201766967773"
"476","20.88007354736328","20.88007354736328","20.88007354736328"
"477","26.994918823242188","26.994918823242188","26.994918823242188"
"478","33.33832550048828","33.33832550048828","33.33832550048828"
"479","29.597736358642578","29.597736358642578","29.597736358642578"
"480","27.3593807220459","27.3593807220459","27.3593807220459"
"481","28.561481475830078","28.561481475830078","28.561481475830078"
"482","28.963863372802734","28.963863372802734","28.963863372802734"
"483","30.278732299804688","30.278732299804688","30.278732299804688"
"484","26.262588500976562","26.262588500976562","26.262588500976562"
"485","27.20203971862793","27.20203971862793","27.20203971862793"
"486","25.138622283935547","25.138622283935547","25.138622283935547"
"487","36.156192779541016","36.156192779541016","36.156192779541016"
"488","23.928955078125","23.928955078125","23.928955078125"
"489","27.121784210205078","27.121784210205078","27.121784210205078"
"490","30.147632598876953","30.147632598876953","30.147632598876953"
"491","22.58860206604004","22.58860206604004","22.58860206604004"
"492","27.373977661132812","27.373977661132812","27.373977661132812"
"493","31.293163299560547","31.293163299560547","31.293163299560547"
"494","23.053422927856445","23.053422927856445","23.053422927856445"
"495","35.472293853759766","35.472293853759766","35.472293853759766"
"496","25.10474967956543","25.10474967956543","25.10474967956543"
"497","24.041614532470703","24.041614532470703","24.041614532470703"
"498","24.262653350830078","24.262653350830078","24.262653350830078"
"499","24.09771728515625","24.09771728515625","24.09771728515625"
"500","34.464622497558594","34.464622497558594","34.464622497558594"
"501","23.06814193725586","23.06814193725586","23.06814193725586"
"502","31.820392608642578","31.820392608642578","31.820392608642578"
"503","30.02988052368164","30.02988052368164","30.02988052368164"
"504","26.289043426513672","26.289043426513672","26.289043426513672"
"505","26.068492889404297","26.068492889404297","26.068492889404297"
"506","29.528114318847656","29.528114318847656","29.528114318847656"
"507","27.093341827392578","27.093341827392578","27.093341827392578"
"508","28.441139221191406","28.441139221191406","28.441139221191406"
"509","25.658361434936523","25.658361434936523","25.658361434936523"
"510","26.23088264465332","26.23088264465332","26.23088264465332"
"511","24.477266311645508","24.477266311645508","24.477266311645508"
"512","27.478200912475586","27.478200912475586","27.478200912475586"
"513","24.15685272216797","24.15685272216797","24.15685272216797"
"514","23.715221405029297","23.715221405029297","23.715221405029297"
"515","34.80959701538086","34.80959701538086","34.80959701538086"
"516","33.65336608886719","33.65336608886719","33.65336608886719"
"517","30.651294708251953","30.651294708251953","30.651294708251953"
"518","30.900997161865234","30.900997161865234","30.900997161865234"
"519","26.25103759765625","26.25103759765625","26.25103759765625"
"520","29.32587432861328","29.32587432861328","29.32587432861328"
"521","34.69752502441406","34.69752502441406","34.69752502441406"
"522","25.43836212158203","25.43836212158203","25.43836212158203"
"523","27.197242736816406","27.197242736816406","27.197242736816406"
"524","27.360780715942383","27.360780715942383","27.360780715942383"
"525","26.25096893310547","26.25096893310547","26.25096893310547"
"526","28.56627082824707","28.56627082824707","28.56627082824707"
"527","28.86585235595703","28.86585235595703","28.86585235595703"
"528","27.39730453491211","27.39730453491211","27.39730453491211"
"529","28.033843994140625","28.033843994140625","28.033843994140625"
"542","26.170713424682617","26.170713424682617","26.170713424682617"
"543","26.20111656188965","26.20111656188965","26.20111656188965"
"544","28.462200164794922","28.462200164794922","28.462200164794922"
"545","28.085752487182617","28.085752487182617","28.085752487182617"
"546","26.667949676513672","26.667949676513672","26.667949676513672"
"547","30.110286712646484","30.110286712646484","30.110286712646484"
"548","26.25523567199707","26.25523567199707","26.25523567199707"
"549","28.06903839111328","28.06903839111328","28.06903839111328"
"550","30.39297103881836","30.39297103881836","30.39297103881836"
"551","25.38797378540039","25.38797378540039","25.38797378540039"
"552","25.45574951171875","25.45574951171875","25.45574951171875"
"553","28.6968994140625","28.6968994140625","28.6968994140625"
"554","28.841426849365234","28.841426849365234","28.841426849365234"
"555","31.818981170654297","31.818981170654297","31.818981170654297"
"556","33.48298645019531","33.48298645019531","33.48298645019531"
"557","30.54964256286621","30.54964256286621","30.54964256286621"
"558","28.218725204467773","28.218725204467773","28.218725204467773"
"559","24.209766387939453","24.209766387939453","24.209766387939453"
"560","28.283069610595703","28.283069610595703","28.283069610595703"
"561","33.041961669921875","33.041961669921875","33.041961669921875"
"562","28.807653427124023","28.807653427124023","28.807653427124023"
"563","27.059242248535156","27.059242248535156","27.059242248535156"
"564","28.078495025634766","28.078495025634766","28.078495025634766"
"565","24.061817169189453","24.061817169189453","24.061817169189453"
"566","26.76846694946289","26.76846694946289","26.76846694946289"
"567","24.648834228515625","24.648834228515625","24.648834228515625"
