"Step","magic-salad-1128 - loss","magic-salad-1128 - loss__MIN","magic-salad-1128 - loss__MAX"
"802","55.810001373291016","55.810001373291016","55.810001373291016"
"803","92.20475769042969","92.20475769042969","92.20475769042969"
"804","96.08804321289062","96.08804321289062","96.08804321289062"
"805","91.98391723632812","91.98391723632812","91.98391723632812"
"806","108.57746124267578","108.57746124267578","108.57746124267578"
"807","78.64459991455078","78.64459991455078","78.64459991455078"
"808","83.24578857421875","83.24578857421875","83.24578857421875"
"809","86.26856231689453","86.26856231689453","86.26856231689453"
"810","94.54183197021484","94.54183197021484","94.54183197021484"
"811","98.58360290527344","98.58360290527344","98.58360290527344"
"812","82.95582580566406","82.95582580566406","82.95582580566406"
"813","115.49958801269531","115.49958801269531","115.49958801269531"
"814","74.0461654663086","74.0461654663086","74.0461654663086"
"815","102.90612030029297","102.90612030029297","102.90612030029297"
"816","111.83501434326172","111.83501434326172","111.83501434326172"
"817","92.02633666992188","92.02633666992188","92.02633666992188"
"818","93.46390533447266","93.46390533447266","93.46390533447266"
"819","83.69375610351562","83.69375610351562","83.69375610351562"
"820","84.23111724853516","84.23111724853516","84.23111724853516"
"821","77.40289306640625","77.40289306640625","77.40289306640625"
"822","77.6484603881836","77.6484603881836","77.6484603881836"
"823","96.59974670410156","96.59974670410156","96.59974670410156"
"824","96.75509643554688","96.75509643554688","96.75509643554688"
"825","82.21031188964844","82.21031188964844","82.21031188964844"
"826","105.48322296142578","105.48322296142578","105.48322296142578"
"827","78.6723403930664","78.6723403930664","78.6723403930664"
"828","92.38220977783203","92.38220977783203","92.38220977783203"
"829","79.76953125","79.76953125","79.76953125"
"830","60.86689758300781","60.86689758300781","60.86689758300781"
"831","89.66097259521484","89.66097259521484","89.66097259521484"
"832","88.79220581054688","88.79220581054688","88.79220581054688"
"833","96.64158630371094","96.64158630371094","96.64158630371094"
"834","82.29400634765625","82.29400634765625","82.29400634765625"
"835","65.54122924804688","65.54122924804688","65.54122924804688"
"836","74.53878021240234","74.53878021240234","74.53878021240234"
"837","78.74345397949219","78.74345397949219","78.74345397949219"
"838","76.02400207519531","76.02400207519531","76.02400207519531"
"839","81.1084213256836","81.1084213256836","81.1084213256836"
"840","104.11944580078125","104.11944580078125","104.11944580078125"
"841","61.219276428222656","61.219276428222656","61.219276428222656"
"842","70.35450744628906","70.35450744628906","70.35450744628906"
"843","71.81098175048828","71.81098175048828","71.81098175048828"
"844","85.38196563720703","85.38196563720703","85.38196563720703"
"845","60.33888244628906","60.33888244628906","60.33888244628906"
"846","78.70460510253906","78.70460510253906","78.70460510253906"
"847","80.27760314941406","80.27760314941406","80.27760314941406"
"848","77.72335052490234","77.72335052490234","77.72335052490234"
"849","81.21623992919922","81.21623992919922","81.21623992919922"
"850","90.50416564941406","90.50416564941406","90.50416564941406"
"851","96.0495834350586","96.0495834350586","96.0495834350586"
"852","79.43010711669922","79.43010711669922","79.43010711669922"
"853","67.3081283569336","67.3081283569336","67.3081283569336"
"854","85.9577407836914","85.9577407836914","85.9577407836914"
"855","76.05650329589844","76.05650329589844","76.05650329589844"
"856","89.29540252685547","89.29540252685547","89.29540252685547"
"857","79.63689422607422","79.63689422607422","79.63689422607422"
"858","97.90421295166016","97.90421295166016","97.90421295166016"
"859","91.08165740966797","91.08165740966797","91.08165740966797"
"860","97.38032531738281","97.38032531738281","97.38032531738281"
"861","88.90132141113281","88.90132141113281","88.90132141113281"
"862","77.72692108154297","77.72692108154297","77.72692108154297"
"863","111.24484252929688","111.24484252929688","111.24484252929688"
"864","76.06832122802734","76.06832122802734","76.06832122802734"
"865","82.36539459228516","82.36539459228516","82.36539459228516"
"866","88.83186340332031","88.83186340332031","88.83186340332031"
"867","83.44328308105469","83.44328308105469","83.44328308105469"
"868","87.75533294677734","87.75533294677734","87.75533294677734"
"869","90.0881118774414","90.0881118774414","90.0881118774414"
"870","88.71367645263672","88.71367645263672","88.71367645263672"
"871","76.59690856933594","76.59690856933594","76.59690856933594"
"872","96.57357025146484","96.57357025146484","96.57357025146484"
"873","96.47320556640625","96.47320556640625","96.47320556640625"
"874","60.68452453613281","60.68452453613281","60.68452453613281"
"875","94.99150085449219","94.99150085449219","94.99150085449219"
"876","76.20796203613281","76.20796203613281","76.20796203613281"
"877","108.5429916381836","108.5429916381836","108.5429916381836"
"878","80.63452911376953","80.63452911376953","80.63452911376953"
"879","85.091796875","85.091796875","85.091796875"
"880","83.12199401855469","83.12199401855469","83.12199401855469"
"881","79.30171966552734","79.30171966552734","79.30171966552734"
"882","83.72894287109375","83.72894287109375","83.72894287109375"
"883","99.48342895507812","99.48342895507812","99.48342895507812"
"884","74.7547836303711","74.7547836303711","74.7547836303711"
"885","91.34896087646484","91.34896087646484","91.34896087646484"
"886","119.99247741699219","119.99247741699219","119.99247741699219"
"887","77.59078216552734","77.59078216552734","77.59078216552734"
"888","86.72679901123047","86.72679901123047","86.72679901123047"
"889","79.46363830566406","79.46363830566406","79.46363830566406"
"890","84.50010681152344","84.50010681152344","84.50010681152344"
"891","78.29901123046875","78.29901123046875","78.29901123046875"
"892","97.33717346191406","97.33717346191406","97.33717346191406"
"893","99.69889831542969","99.69889831542969","99.69889831542969"
"894","97.76399230957031","97.76399230957031","97.76399230957031"
"895","98.6367416381836","98.6367416381836","98.6367416381836"
"896","73.95729064941406","73.95729064941406","73.95729064941406"
"909","77.08271789550781","77.08271789550781","77.08271789550781"
"910","66.8327407836914","66.8327407836914","66.8327407836914"
"911","92.98528289794922","92.98528289794922","92.98528289794922"
"912","85.34696960449219","85.34696960449219","85.34696960449219"
"913","71.16959381103516","71.16959381103516","71.16959381103516"
"914","105.68383026123047","105.68383026123047","105.68383026123047"
"915","101.03917694091797","101.03917694091797","101.03917694091797"
"916","94.63213348388672","94.63213348388672","94.63213348388672"
"917","60.61891174316406","60.61891174316406","60.61891174316406"
"918","78.61133575439453","78.61133575439453","78.61133575439453"
"919","90.33467864990234","90.33467864990234","90.33467864990234"
"920","76.26231384277344","76.26231384277344","76.26231384277344"
"921","90.89151763916016","90.89151763916016","90.89151763916016"
"922","89.47294616699219","89.47294616699219","89.47294616699219"
"923","77.06953430175781","77.06953430175781","77.06953430175781"
"924","73.60321044921875","73.60321044921875","73.60321044921875"
"925","55.06059265136719","55.06059265136719","55.06059265136719"
"926","86.8167724609375","86.8167724609375","86.8167724609375"
"927","78.9725570678711","78.9725570678711","78.9725570678711"
"928","91.7678451538086","91.7678451538086","91.7678451538086"
"929","80.5373764038086","80.5373764038086","80.5373764038086"
"930","98.74667358398438","98.74667358398438","98.74667358398438"
"931","93.13349151611328","93.13349151611328","93.13349151611328"
"932","109.03294372558594","109.03294372558594","109.03294372558594"
"933","79.76464080810547","79.76464080810547","79.76464080810547"
"934","67.59944915771484","67.59944915771484","67.59944915771484"
"935","66.187744140625","66.187744140625","66.187744140625"
"936","96.63782501220703","96.63782501220703","96.63782501220703"
"937","66.53753662109375","66.53753662109375","66.53753662109375"
"938","92.6684341430664","92.6684341430664","92.6684341430664"
"939","94.56805419921875","94.56805419921875","94.56805419921875"
"940","112.8583755493164","112.8583755493164","112.8583755493164"
"941","94.0313949584961","94.0313949584961","94.0313949584961"
"942","83.55634307861328","83.55634307861328","83.55634307861328"
"943","80.9042739868164","80.9042739868164","80.9042739868164"
"944","97.57563781738281","97.57563781738281","97.57563781738281"
"945","99.9729232788086","99.9729232788086","99.9729232788086"
"946","105.0424575805664","105.0424575805664","105.0424575805664"
"947","83.33658599853516","83.33658599853516","83.33658599853516"
"948","69.56298828125","69.56298828125","69.56298828125"
"949","67.1904067993164","67.1904067993164","67.1904067993164"
"950","100.5961685180664","100.5961685180664","100.5961685180664"
"951","65.29002380371094","65.29002380371094","65.29002380371094"
"952","72.74736785888672","72.74736785888672","72.74736785888672"
"953","100.79026794433594","100.79026794433594","100.79026794433594"
"954","77.96817779541016","77.96817779541016","77.96817779541016"
"955","83.81608581542969","83.81608581542969","83.81608581542969"
"956","93.63772583007812","93.63772583007812","93.63772583007812"
"957","84.80345916748047","84.80345916748047","84.80345916748047"
"958","72.52679443359375","72.52679443359375","72.52679443359375"
"959","69.5146255493164","69.5146255493164","69.5146255493164"
"960","86.61444091796875","86.61444091796875","86.61444091796875"
"961","70.74089813232422","70.74089813232422","70.74089813232422"
"962","80.64814758300781","80.64814758300781","80.64814758300781"
"963","65.13626098632812","65.13626098632812","65.13626098632812"
"964","70.2283935546875","70.2283935546875","70.2283935546875"
"965","81.14176177978516","81.14176177978516","81.14176177978516"
"966","101.04122161865234","101.04122161865234","101.04122161865234"
"967","90.07836151123047","90.07836151123047","90.07836151123047"
"968","81.087890625","81.087890625","81.087890625"
"969","91.57231903076172","91.57231903076172","91.57231903076172"
"970","107.92509460449219","107.92509460449219","107.92509460449219"
"971","79.84927368164062","79.84927368164062","79.84927368164062"
"972","77.39849853515625","77.39849853515625","77.39849853515625"
"973","75.4546127319336","75.4546127319336","75.4546127319336"
"974","90.2019271850586","90.2019271850586","90.2019271850586"
"975","75.92737579345703","75.92737579345703","75.92737579345703"
"976","96.05245208740234","96.05245208740234","96.05245208740234"
"977","75.56861114501953","75.56861114501953","75.56861114501953"
"978","81.30958557128906","81.30958557128906","81.30958557128906"
"979","90.30227661132812","90.30227661132812","90.30227661132812"
"980","81.11538696289062","81.11538696289062","81.11538696289062"
"981","72.76591491699219","72.76591491699219","72.76591491699219"
"982","78.59783935546875","78.59783935546875","78.59783935546875"
"983","63.75313949584961","63.75313949584961","63.75313949584961"
"984","78.38719177246094","78.38719177246094","78.38719177246094"
"985","75.91923522949219","75.91923522949219","75.91923522949219"
"986","100.01986694335938","100.01986694335938","100.01986694335938"
"987","81.07643127441406","81.07643127441406","81.07643127441406"
"988","73.13814544677734","73.13814544677734","73.13814544677734"
"989","71.26338195800781","71.26338195800781","71.26338195800781"
"990","73.18352508544922","73.18352508544922","73.18352508544922"
"991","102.78720092773438","102.78720092773438","102.78720092773438"
"992","72.07054901123047","72.07054901123047","72.07054901123047"
"993","67.65583038330078","67.65583038330078","67.65583038330078"
"994","80.00186920166016","80.00186920166016","80.00186920166016"
"995","88.28970336914062","88.28970336914062","88.28970336914062"
"996","80.848876953125","80.848876953125","80.848876953125"
"997","101.72386169433594","101.72386169433594","101.72386169433594"
"998","84.90457916259766","84.90457916259766","84.90457916259766"
"999","97.92472839355469","97.92472839355469","97.92472839355469"
"1000","77.38002014160156","77.38002014160156","77.38002014160156"
"1001","69.71739196777344","69.71739196777344","69.71739196777344"
"1002","68.58856964111328","68.58856964111328","68.58856964111328"
"1003","83.96446990966797","83.96446990966797","83.96446990966797"
"1004","85.32161712646484","85.32161712646484","85.32161712646484"
"1005","108.78294372558594","108.78294372558594","108.78294372558594"
"1006","103.55359649658203","103.55359649658203","103.55359649658203"
"1007","77.13873291015625","77.13873291015625","77.13873291015625"
"1008","86.08181762695312","86.08181762695312","86.08181762695312"
"1021","58.57093048095703","58.57093048095703","58.57093048095703"
"1022","64.39817810058594","64.39817810058594","64.39817810058594"
"1023","80.17665100097656","80.17665100097656","80.17665100097656"
"1024","78.77033996582031","78.77033996582031","78.77033996582031"
"1025","107.11845397949219","107.11845397949219","107.11845397949219"
"1026","67.31988525390625","67.31988525390625","67.31988525390625"
"1027","94.80423736572266","94.80423736572266","94.80423736572266"
"1028","74.89682006835938","74.89682006835938","74.89682006835938"
"1029","60.301395416259766","60.301395416259766","60.301395416259766"
"1030","86.0902099609375","86.0902099609375","86.0902099609375"
"1031","57.311153411865234","57.311153411865234","57.311153411865234"
"1032","81.62706756591797","81.62706756591797","81.62706756591797"
"1033","112.57489776611328","112.57489776611328","112.57489776611328"
"1034","75.85733032226562","75.85733032226562","75.85733032226562"
"1035","67.48140716552734","67.48140716552734","67.48140716552734"
"1036","62.89909362792969","62.89909362792969","62.89909362792969"
"1037","86.05693054199219","86.05693054199219","86.05693054199219"
"1038","108.99395751953125","108.99395751953125","108.99395751953125"
"1039","94.54631805419922","94.54631805419922","94.54631805419922"
"1040","106.74017333984375","106.74017333984375","106.74017333984375"
"1041","90.65116882324219","90.65116882324219","90.65116882324219"
"1042","63.935977935791016","63.935977935791016","63.935977935791016"
"1043","96.79071044921875","96.79071044921875","96.79071044921875"
"1044","91.44635009765625","91.44635009765625","91.44635009765625"
"1045","76.55794525146484","76.55794525146484","76.55794525146484"
"1046","87.18313598632812","87.18313598632812","87.18313598632812"
"1047","93.7486343383789","93.7486343383789","93.7486343383789"
"1048","80.49440002441406","80.49440002441406","80.49440002441406"
"1049","86.5938949584961","86.5938949584961","86.5938949584961"
"1050","82.46467590332031","82.46467590332031","82.46467590332031"
"1051","74.629150390625","74.629150390625","74.629150390625"
"1052","87.38591003417969","87.38591003417969","87.38591003417969"
"1053","87.89682006835938","87.89682006835938","87.89682006835938"
"1054","96.73975372314453","96.73975372314453","96.73975372314453"
"1055","91.45195007324219","91.45195007324219","91.45195007324219"
"1056","83.71004486083984","83.71004486083984","83.71004486083984"
"1057","76.81998443603516","76.81998443603516","76.81998443603516"
"1058","87.27445983886719","87.27445983886719","87.27445983886719"
"1059","84.69463348388672","84.69463348388672","84.69463348388672"
"1060","60.7003288269043","60.7003288269043","60.7003288269043"
"1061","73.44136810302734","73.44136810302734","73.44136810302734"
"1062","103.87596893310547","103.87596893310547","103.87596893310547"
"1063","88.77597045898438","88.77597045898438","88.77597045898438"
"1064","75.28816986083984","75.28816986083984","75.28816986083984"
"1065","99.56600952148438","99.56600952148438","99.56600952148438"
"1066","79.6966323852539","79.6966323852539","79.6966323852539"
"1067","95.33334350585938","95.33334350585938","95.33334350585938"
"1068","75.3266830444336","75.3266830444336","75.3266830444336"
"1069","79.29701232910156","79.29701232910156","79.29701232910156"
"1070","100.39522552490234","100.39522552490234","100.39522552490234"
"1071","79.2192611694336","79.2192611694336","79.2192611694336"
"1072","63.408180236816406","63.408180236816406","63.408180236816406"
"1073","72.70405578613281","72.70405578613281","72.70405578613281"
"1074","79.24751281738281","79.24751281738281","79.24751281738281"
"1075","79.6700439453125","79.6700439453125","79.6700439453125"
"1076","83.11260986328125","83.11260986328125","83.11260986328125"
"1077","77.83175659179688","77.83175659179688","77.83175659179688"
"1078","84.42147827148438","84.42147827148438","84.42147827148438"
"1079","75.46925354003906","75.46925354003906","75.46925354003906"
"1080","57.29588317871094","57.29588317871094","57.29588317871094"
"1081","92.96420288085938","92.96420288085938","92.96420288085938"
"1082","82.1053237915039","82.1053237915039","82.1053237915039"
"1083","77.53765869140625","77.53765869140625","77.53765869140625"
"1084","52.29428482055664","52.29428482055664","52.29428482055664"
"1085","77.82060241699219","77.82060241699219","77.82060241699219"
"1086","94.94088745117188","94.94088745117188","94.94088745117188"
"1087","83.69862365722656","83.69862365722656","83.69862365722656"
"1088","83.92802429199219","83.92802429199219","83.92802429199219"
"1089","60.48242950439453","60.48242950439453","60.48242950439453"
"1090","95.51681518554688","95.51681518554688","95.51681518554688"
"1091","73.75025939941406","73.75025939941406","73.75025939941406"
"1092","86.76861572265625","86.76861572265625","86.76861572265625"
"1093","71.0770263671875","71.0770263671875","71.0770263671875"
"1094","93.67698669433594","93.67698669433594","93.67698669433594"
"1095","79.00664520263672","79.00664520263672","79.00664520263672"
"1096","59.43145751953125","59.43145751953125","59.43145751953125"
"1097","76.22064971923828","76.22064971923828","76.22064971923828"
"1098","69.54910278320312","69.54910278320312","69.54910278320312"
"1099","101.06555938720703","101.06555938720703","101.06555938720703"
"1100","56.26131820678711","56.26131820678711","56.26131820678711"
"1101","77.92922973632812","77.92922973632812","77.92922973632812"
"1102","77.23512268066406","77.23512268066406","77.23512268066406"
"1103","65.39974975585938","65.39974975585938","65.39974975585938"
"1104","56.075504302978516","56.075504302978516","56.075504302978516"
"1105","76.45991516113281","76.45991516113281","76.45991516113281"
"1106","74.21251678466797","74.21251678466797","74.21251678466797"
"1107","67.03241729736328","67.03241729736328","67.03241729736328"
"1108","64.92832946777344","64.92832946777344","64.92832946777344"
"1109","69.48469543457031","69.48469543457031","69.48469543457031"
"1110","59.45517349243164","59.45517349243164","59.45517349243164"
"1111","82.21315002441406","82.21315002441406","82.21315002441406"
"1112","61.30853271484375","61.30853271484375","61.30853271484375"
"1113","91.9438247680664","91.9438247680664","91.9438247680664"
"1114","80.95177459716797","80.95177459716797","80.95177459716797"
"1115","68.4369888305664","68.4369888305664","68.4369888305664"
"1116","68.67372131347656","68.67372131347656","68.67372131347656"
"1117","71.81249237060547","71.81249237060547","71.81249237060547"
"1118","89.61637115478516","89.61637115478516","89.61637115478516"
"1119","83.68498992919922","83.68498992919922","83.68498992919922"
"1120","73.85953521728516","73.85953521728516","73.85953521728516"
"1133","62.77151870727539","62.77151870727539","62.77151870727539"
"1134","79.42564392089844","79.42564392089844","79.42564392089844"
"1135","81.53214263916016","81.53214263916016","81.53214263916016"
"1136","50.483482360839844","50.483482360839844","50.483482360839844"
"1137","75.71330261230469","75.71330261230469","75.71330261230469"
"1138","70.64754486083984","70.64754486083984","70.64754486083984"
"1139","64.77184295654297","64.77184295654297","64.77184295654297"
"1140","57.24563217163086","57.24563217163086","57.24563217163086"
"1141","75.15473175048828","75.15473175048828","75.15473175048828"
"1142","76.73990631103516","76.73990631103516","76.73990631103516"
"1143","72.01444244384766","72.01444244384766","72.01444244384766"
"1144","72.6717529296875","72.6717529296875","72.6717529296875"
"1145","72.17525482177734","72.17525482177734","72.17525482177734"
"1146","64.22511291503906","64.22511291503906","64.22511291503906"
"1147","75.98666381835938","75.98666381835938","75.98666381835938"
"1148","81.93730926513672","81.93730926513672","81.93730926513672"
"1149","93.12223052978516","93.12223052978516","93.12223052978516"
"1150","57.964378356933594","57.964378356933594","57.964378356933594"
"1151","54.419281005859375","54.419281005859375","54.419281005859375"
"1152","44.121158599853516","44.121158599853516","44.121158599853516"
"1153","82.84366607666016","82.84366607666016","82.84366607666016"
"1154","65.85040283203125","65.85040283203125","65.85040283203125"
"1155","72.31145477294922","72.31145477294922","72.31145477294922"
"1156","87.49970245361328","87.49970245361328","87.49970245361328"
"1157","61.743125915527344","61.743125915527344","61.743125915527344"
"1158","69.3199462890625","69.3199462890625","69.3199462890625"
"1159","91.80228424072266","91.80228424072266","91.80228424072266"
"1160","60.40971374511719","60.40971374511719","60.40971374511719"
"1161","75.06979370117188","75.06979370117188","75.06979370117188"
"1162","76.49202728271484","76.49202728271484","76.49202728271484"
"1163","69.75639343261719","69.75639343261719","69.75639343261719"
"1164","107.31092834472656","107.31092834472656","107.31092834472656"
"1165","75.60114288330078","75.60114288330078","75.60114288330078"
"1166","76.87226867675781","76.87226867675781","76.87226867675781"
"1167","88.64866638183594","88.64866638183594","88.64866638183594"
"1168","79.74714660644531","79.74714660644531","79.74714660644531"
"1169","79.05068969726562","79.05068969726562","79.05068969726562"
"1170","70.36105346679688","70.36105346679688","70.36105346679688"
"1171","82.75276947021484","82.75276947021484","82.75276947021484"
"1172","70.5828628540039","70.5828628540039","70.5828628540039"
"1173","69.87628936767578","69.87628936767578","69.87628936767578"
"1174","59.85165023803711","59.85165023803711","59.85165023803711"
"1175","74.10914611816406","74.10914611816406","74.10914611816406"
"1176","88.59078979492188","88.59078979492188","88.59078979492188"
"1177","93.40646362304688","93.40646362304688","93.40646362304688"
"1178","64.2768325805664","64.2768325805664","64.2768325805664"
"1179","62.234195709228516","62.234195709228516","62.234195709228516"
"1180","74.44896697998047","74.44896697998047","74.44896697998047"
"1181","71.1417236328125","71.1417236328125","71.1417236328125"
"1182","66.64939880371094","66.64939880371094","66.64939880371094"
"1183","62.83388137817383","62.83388137817383","62.83388137817383"
"1184","70.27296447753906","70.27296447753906","70.27296447753906"
"1185","66.36688995361328","66.36688995361328","66.36688995361328"
"1186","68.72644805908203","68.72644805908203","68.72644805908203"
"1187","55.495426177978516","55.495426177978516","55.495426177978516"
"1188","67.8853530883789","67.8853530883789","67.8853530883789"
"1189","73.8604965209961","73.8604965209961","73.8604965209961"
"1190","68.75363159179688","68.75363159179688","68.75363159179688"
"1191","76.57527160644531","76.57527160644531","76.57527160644531"
"1192","80.85456848144531","80.85456848144531","80.85456848144531"
"1193","78.46375274658203","78.46375274658203","78.46375274658203"
"1194","63.8963737487793","63.8963737487793","63.8963737487793"
"1195","57.22140121459961","57.22140121459961","57.22140121459961"
"1196","77.26494598388672","77.26494598388672","77.26494598388672"
"1197","82.45667266845703","82.45667266845703","82.45667266845703"
"1198","87.72928619384766","87.72928619384766","87.72928619384766"
"1199","64.43379974365234","64.43379974365234","64.43379974365234"
"1200","74.43461608886719","74.43461608886719","74.43461608886719"
"1201","61.030921936035156","61.030921936035156","61.030921936035156"
"1202","64.89163970947266","64.89163970947266","64.89163970947266"
"1203","96.40090942382812","96.40090942382812","96.40090942382812"
"1204","56.29124450683594","56.29124450683594","56.29124450683594"
"1205","77.19535064697266","77.19535064697266","77.19535064697266"
"1206","72.17105102539062","72.17105102539062","72.17105102539062"
"1207","57.40800857543945","57.40800857543945","57.40800857543945"
"1208","77.32221984863281","77.32221984863281","77.32221984863281"
"1209","71.68304443359375","71.68304443359375","71.68304443359375"
"1210","84.3776626586914","84.3776626586914","84.3776626586914"
"1211","72.73477935791016","72.73477935791016","72.73477935791016"
"1212","96.6921157836914","96.6921157836914","96.6921157836914"
"1213","51.626251220703125","51.626251220703125","51.626251220703125"
"1214","56.36084747314453","56.36084747314453","56.36084747314453"
"1215","81.91775512695312","81.91775512695312","81.91775512695312"
"1216","77.53524017333984","77.53524017333984","77.53524017333984"
"1217","68.48910522460938","68.48910522460938","68.48910522460938"
"1218","81.30561065673828","81.30561065673828","81.30561065673828"
"1219","69.1380615234375","69.1380615234375","69.1380615234375"
"1220","87.8076171875","87.8076171875","87.8076171875"
"1221","101.173095703125","101.173095703125","101.173095703125"
"1222","79.07919311523438","79.07919311523438","79.07919311523438"
"1223","69.11448669433594","69.11448669433594","69.11448669433594"
"1224","82.60206604003906","82.60206604003906","82.60206604003906"
"1225","82.63085174560547","82.63085174560547","82.63085174560547"
"1226","88.81515502929688","88.81515502929688","88.81515502929688"
"1227","78.15129089355469","78.15129089355469","78.15129089355469"
"1228","62.1068000793457","62.1068000793457","62.1068000793457"
"1229","91.09870910644531","91.09870910644531","91.09870910644531"
"1230","74.24386596679688","74.24386596679688","74.24386596679688"
"1231","50.93891143798828","50.93891143798828","50.93891143798828"
"1232","74.54331970214844","74.54331970214844","74.54331970214844"
"1245","70.2241439819336","70.2241439819336","70.2241439819336"
"1246","78.67404174804688","78.67404174804688","78.67404174804688"
"1247","80.4762954711914","80.4762954711914","80.4762954711914"
"1248","69.67098999023438","69.67098999023438","69.67098999023438"
"1249","98.9655532836914","98.9655532836914","98.9655532836914"
"1250","86.65011596679688","86.65011596679688","86.65011596679688"
"1251","75.16153717041016","75.16153717041016","75.16153717041016"
"1252","84.68782806396484","84.68782806396484","84.68782806396484"
"1253","61.887210845947266","61.887210845947266","61.887210845947266"
"1254","76.9827651977539","76.9827651977539","76.9827651977539"
"1255","76.5325698852539","76.5325698852539","76.5325698852539"
"1256","82.50049591064453","82.50049591064453","82.50049591064453"
"1257","82.31521606445312","82.31521606445312","82.31521606445312"
"1258","86.72029876708984","86.72029876708984","86.72029876708984"
"1259","70.19673156738281","70.19673156738281","70.19673156738281"
"1260","70.4146499633789","70.4146499633789","70.4146499633789"
"1261","94.86132049560547","94.86132049560547","94.86132049560547"
"1262","78.19515991210938","78.19515991210938","78.19515991210938"
"1263","65.30225372314453","65.30225372314453","65.30225372314453"
"1264","76.0626220703125","76.0626220703125","76.0626220703125"
"1265","64.3485336303711","64.3485336303711","64.3485336303711"
"1266","94.81161499023438","94.81161499023438","94.81161499023438"
"1267","69.91252899169922","69.91252899169922","69.91252899169922"
"1268","61.89590072631836","61.89590072631836","61.89590072631836"
"1269","71.69446563720703","71.69446563720703","71.69446563720703"
"1270","73.35781860351562","73.35781860351562","73.35781860351562"
"1271","88.61241912841797","88.61241912841797","88.61241912841797"
"1272","65.10830688476562","65.10830688476562","65.10830688476562"
"1273","71.02137756347656","71.02137756347656","71.02137756347656"
"1274","69.89118194580078","69.89118194580078","69.89118194580078"
"1275","74.58296966552734","74.58296966552734","74.58296966552734"
"1276","60.77415084838867","60.77415084838867","60.77415084838867"
"1277","62.46250915527344","62.46250915527344","62.46250915527344"
"1278","70.76038360595703","70.76038360595703","70.76038360595703"
"1279","68.95984649658203","68.95984649658203","68.95984649658203"
"1280","62.819786071777344","62.819786071777344","62.819786071777344"
"1281","84.14591979980469","84.14591979980469","84.14591979980469"
"1282","58.74086380004883","58.74086380004883","58.74086380004883"
"1283","74.86509704589844","74.86509704589844","74.86509704589844"
"1284","69.10958099365234","69.10958099365234","69.10958099365234"
"1285","65.38580322265625","65.38580322265625","65.38580322265625"
"1286","62.780399322509766","62.780399322509766","62.780399322509766"
"1287","59.53992462158203","59.53992462158203","59.53992462158203"
"1288","78.4864730834961","78.4864730834961","78.4864730834961"
"1289","64.7439956665039","64.7439956665039","64.7439956665039"
"1290","67.7751693725586","67.7751693725586","67.7751693725586"
"1291","69.5404281616211","69.5404281616211","69.5404281616211"
"1292","69.86026763916016","69.86026763916016","69.86026763916016"
"1293","56.787322998046875","56.787322998046875","56.787322998046875"
"1294","70.89901733398438","70.89901733398438","70.89901733398438"
"1295","86.9213638305664","86.9213638305664","86.9213638305664"
"1296","79.81624603271484","79.81624603271484","79.81624603271484"
"1297","95.1806411743164","95.1806411743164","95.1806411743164"
"1298","78.80887603759766","78.80887603759766","78.80887603759766"
"1299","73.88504791259766","73.88504791259766","73.88504791259766"
"1300","85.33299255371094","85.33299255371094","85.33299255371094"
"1301","67.78140258789062","67.78140258789062","67.78140258789062"
"1302","56.568111419677734","56.568111419677734","56.568111419677734"
"1303","54.0118522644043","54.0118522644043","54.0118522644043"
"1304","74.13703155517578","74.13703155517578","74.13703155517578"
"1305","58.358951568603516","58.358951568603516","58.358951568603516"
"1306","68.02086639404297","68.02086639404297","68.02086639404297"
"1307","86.64454650878906","86.64454650878906","86.64454650878906"
"1308","80.12004089355469","80.12004089355469","80.12004089355469"
"1309","52.08104705810547","52.08104705810547","52.08104705810547"
"1310","64.40766906738281","64.40766906738281","64.40766906738281"
"1311","72.64312744140625","72.64312744140625","72.64312744140625"
"1312","47.86991882324219","47.86991882324219","47.86991882324219"
"1313","58.791046142578125","58.791046142578125","58.791046142578125"
"1314","73.16744232177734","73.16744232177734","73.16744232177734"
"1315","64.43212890625","64.43212890625","64.43212890625"
"1316","64.08335876464844","64.08335876464844","64.08335876464844"
"1317","68.06620788574219","68.06620788574219","68.06620788574219"
"1318","42.854068756103516","42.854068756103516","42.854068756103516"
"1319","58.79882049560547","58.79882049560547","58.79882049560547"
"1320","60.08057403564453","60.08057403564453","60.08057403564453"
"1321","70.64321899414062","70.64321899414062","70.64321899414062"
"1322","75.65742492675781","75.65742492675781","75.65742492675781"
"1323","79.56058502197266","79.56058502197266","79.56058502197266"
"1324","58.8808479309082","58.8808479309082","58.8808479309082"
"1325","75.50537109375","75.50537109375","75.50537109375"
"1326","71.57907104492188","71.57907104492188","71.57907104492188"
"1327","61.93379592895508","61.93379592895508","61.93379592895508"
"1328","51.084007263183594","51.084007263183594","51.084007263183594"
"1329","93.45906829833984","93.45906829833984","93.45906829833984"
"1330","72.02859497070312","72.02859497070312","72.02859497070312"
"1331","57.955055236816406","57.955055236816406","57.955055236816406"
"1332","81.10863494873047","81.10863494873047","81.10863494873047"
"1333","81.19731140136719","81.19731140136719","81.19731140136719"
"1334","66.50216674804688","66.50216674804688","66.50216674804688"
"1335","54.74092483520508","54.74092483520508","54.74092483520508"
"1336","81.7303237915039","81.7303237915039","81.7303237915039"
"1337","72.88465881347656","72.88465881347656","72.88465881347656"
