"Step","likely-dust-1143 - loss","likely-dust-1143 - loss__MIN","likely-dust-1143 - loss__MAX"
"132","28.460134506225586","28.460134506225586","28.460134506225586"
"133","29.771272659301758","29.771272659301758","29.771272659301758"
"134","32.60285949707031","32.60285949707031","32.60285949707031"
"135","35.68595886230469","35.68595886230469","35.68595886230469"
"136","34.36786651611328","34.36786651611328","34.36786651611328"
"137","37.539737701416016","37.539737701416016","37.539737701416016"
"138","36.71258544921875","36.71258544921875","36.71258544921875"
"139","31.976478576660156","31.976478576660156","31.976478576660156"
"140","32.15530014038086","32.15530014038086","32.15530014038086"
"141","27.78614616394043","27.78614616394043","27.78614616394043"
"142","42.12739562988281","42.12739562988281","42.12739562988281"
"143","23.924814224243164","23.924814224243164","23.924814224243164"
"144","25.220691680908203","25.220691680908203","25.220691680908203"
"145","32.37205505371094","32.37205505371094","32.37205505371094"
"146","28.30856704711914","28.30856704711914","28.30856704711914"
"147","33.11870193481445","33.11870193481445","33.11870193481445"
"148","35.910133361816406","35.910133361816406","35.910133361816406"
"149","29.076740264892578","29.076740264892578","29.076740264892578"
"150","39.987857818603516","39.987857818603516","39.987857818603516"
"151","22.008699417114258","22.008699417114258","22.008699417114258"
"152","31.969554901123047","31.969554901123047","31.969554901123047"
"153","32.22831344604492","32.22831344604492","32.22831344604492"
"154","26.12820816040039","26.12820816040039","26.12820816040039"
"155","29.696718215942383","29.696718215942383","29.696718215942383"
"156","30.161113739013672","30.161113739013672","30.161113739013672"
"157","37.934810638427734","37.934810638427734","37.934810638427734"
"158","33.19519805908203","33.19519805908203","33.19519805908203"
"159","32.134124755859375","32.134124755859375","32.134124755859375"
"160","29.307828903198242","29.307828903198242","29.307828903198242"
"161","30.28231430053711","30.28231430053711","30.28231430053711"
"162","29.98248863220215","29.98248863220215","29.98248863220215"
"163","33.82617950439453","33.82617950439453","33.82617950439453"
"164","29.646095275878906","29.646095275878906","29.646095275878906"
"165","36.96153259277344","36.96153259277344","36.96153259277344"
"166","37.27281951904297","37.27281951904297","37.27281951904297"
"167","32.70327377319336","32.70327377319336","32.70327377319336"
"168","36.16653060913086","36.16653060913086","36.16653060913086"
"169","41.61823272705078","41.61823272705078","41.61823272705078"
"170","30.019596099853516","30.019596099853516","30.019596099853516"
"171","32.53470230102539","32.53470230102539","32.53470230102539"
"172","36.484256744384766","36.484256744384766","36.484256744384766"
"173","34.82235336303711","34.82235336303711","34.82235336303711"
"174","26.04754638671875","26.04754638671875","26.04754638671875"
"175","40.81206512451172","40.81206512451172","40.81206512451172"
"176","27.315584182739258","27.315584182739258","27.315584182739258"
"177","32.334373474121094","32.334373474121094","32.334373474121094"
"178","34.625404357910156","34.625404357910156","34.625404357910156"
"179","30.969026565551758","30.969026565551758","30.969026565551758"
"180","32.85978317260742","32.85978317260742","32.85978317260742"
"181","34.40943908691406","34.40943908691406","34.40943908691406"
"182","35.86294937133789","35.86294937133789","35.86294937133789"
"183","32.891502380371094","32.891502380371094","32.891502380371094"
"184","33.91326904296875","33.91326904296875","33.91326904296875"
"185","32.8913459777832","32.8913459777832","32.8913459777832"
"186","36.51239776611328","36.51239776611328","36.51239776611328"
"187","34.69234848022461","34.69234848022461","34.69234848022461"
"188","28.80683135986328","28.80683135986328","28.80683135986328"
"189","30.909542083740234","30.909542083740234","30.909542083740234"
"190","33.611454010009766","33.611454010009766","33.611454010009766"
"191","34.89397430419922","34.89397430419922","34.89397430419922"
"192","33.18831253051758","33.18831253051758","33.18831253051758"
"193","27.13165283203125","27.13165283203125","27.13165283203125"
"194","26.76689910888672","26.76689910888672","26.76689910888672"
"195","33.733482360839844","33.733482360839844","33.733482360839844"
"196","31.768295288085938","31.768295288085938","31.768295288085938"
"197","33.68024444580078","33.68024444580078","33.68024444580078"
"198","31.12933921813965","31.12933921813965","31.12933921813965"
"199","31.683855056762695","31.683855056762695","31.683855056762695"
"200","35.04007339477539","35.04007339477539","35.04007339477539"
"201","32.21501541137695","32.21501541137695","32.21501541137695"
"202","30.65180015563965","30.65180015563965","30.65180015563965"
"203","26.57683563232422","26.57683563232422","26.57683563232422"
"204","34.33506774902344","34.33506774902344","34.33506774902344"
"205","33.96470642089844","33.96470642089844","33.96470642089844"
"206","26.837221145629883","26.837221145629883","26.837221145629883"
"207","38.57338333129883","38.57338333129883","38.57338333129883"
"208","32.91380310058594","32.91380310058594","32.91380310058594"
"209","37.84239959716797","37.84239959716797","37.84239959716797"
"210","36.18132400512695","36.18132400512695","36.18132400512695"
"211","36.160335540771484","36.160335540771484","36.160335540771484"
"212","38.24535369873047","38.24535369873047","38.24535369873047"
"213","50.5473747253418","50.5473747253418","50.5473747253418"
"214","52.94538116455078","52.94538116455078","52.94538116455078"
"215","34.46388626098633","34.46388626098633","34.46388626098633"
"216","44.25987243652344","44.25987243652344","44.25987243652344"
"217","56.03993225097656","56.03993225097656","56.03993225097656"
"218","45.57352828979492","45.57352828979492","45.57352828979492"
"219","35.49170684814453","35.49170684814453","35.49170684814453"
"220","54.824668884277344","54.824668884277344","54.824668884277344"
"221","57.6011962890625","57.6011962890625","57.6011962890625"
"222","31.601511001586914","31.601511001586914","31.601511001586914"
"223","56.03614044189453","56.03614044189453","56.03614044189453"
"224","54.666534423828125","54.666534423828125","54.666534423828125"
"237","34.1265983581543","34.1265983581543","34.1265983581543"
"238","44.97407150268555","44.97407150268555","44.97407150268555"
"239","48.96148681640625","48.96148681640625","48.96148681640625"
"240","35.96223831176758","35.96223831176758","35.96223831176758"
"241","48.30261993408203","48.30261993408203","48.30261993408203"
"242","40.289058685302734","40.289058685302734","40.289058685302734"
"243","33.936553955078125","33.936553955078125","33.936553955078125"
"244","40.96397399902344","40.96397399902344","40.96397399902344"
"245","40.968666076660156","40.968666076660156","40.968666076660156"
"246","29.40059471130371","29.40059471130371","29.40059471130371"
"247","34.15489959716797","34.15489959716797","34.15489959716797"
"248","44.71370315551758","44.71370315551758","44.71370315551758"
"249","36.144893646240234","36.144893646240234","36.144893646240234"
"250","40.01947784423828","40.01947784423828","40.01947784423828"
"251","36.9334602355957","36.9334602355957","36.9334602355957"
"252","34.89388656616211","34.89388656616211","34.89388656616211"
"253","34.31788635253906","34.31788635253906","34.31788635253906"
"254","30.317697525024414","30.317697525024414","30.317697525024414"
"255","32.18571472167969","32.18571472167969","32.18571472167969"
"256","33.048030853271484","33.048030853271484","33.048030853271484"
"257","32.879905700683594","32.879905700683594","32.879905700683594"
"258","41.741188049316406","41.741188049316406","41.741188049316406"
"259","36.986698150634766","36.986698150634766","36.986698150634766"
"260","30.134929656982422","30.134929656982422","30.134929656982422"
"261","39.18668746948242","39.18668746948242","39.18668746948242"
"262","30.909927368164062","30.909927368164062","30.909927368164062"
"263","39.43100357055664","39.43100357055664","39.43100357055664"
"264","41.92924118041992","41.92924118041992","41.92924118041992"
"265","43.37409210205078","43.37409210205078","43.37409210205078"
"266","36.22252655029297","36.22252655029297","36.22252655029297"
"267","45.88312530517578","45.88312530517578","45.88312530517578"
"268","47.213409423828125","47.213409423828125","47.213409423828125"
"269","38.48329544067383","38.48329544067383","38.48329544067383"
"270","39.510414123535156","39.510414123535156","39.510414123535156"
"271","40.560821533203125","40.560821533203125","40.560821533203125"
"272","38.16851043701172","38.16851043701172","38.16851043701172"
"273","35.456504821777344","35.456504821777344","35.456504821777344"
"274","39.37922668457031","39.37922668457031","39.37922668457031"
"275","37.840614318847656","37.840614318847656","37.840614318847656"
"276","44.33779525756836","44.33779525756836","44.33779525756836"
"277","38.20851135253906","38.20851135253906","38.20851135253906"
"278","36.78348159790039","36.78348159790039","36.78348159790039"
"279","35.168540954589844","35.168540954589844","35.168540954589844"
"280","33.993770599365234","33.993770599365234","33.993770599365234"
"281","32.702579498291016","32.702579498291016","32.702579498291016"
"282","22.381914138793945","22.381914138793945","22.381914138793945"
"283","33.8848876953125","33.8848876953125","33.8848876953125"
"284","29.488670349121094","29.488670349121094","29.488670349121094"
"285","30.51119041442871","30.51119041442871","30.51119041442871"
"286","31.211912155151367","31.211912155151367","31.211912155151367"
"287","34.57136535644531","34.57136535644531","34.57136535644531"
"288","31.971782684326172","31.971782684326172","31.971782684326172"
"289","33.91427993774414","33.91427993774414","33.91427993774414"
"290","35.98300552368164","35.98300552368164","35.98300552368164"
"291","33.66312026977539","33.66312026977539","33.66312026977539"
"292","32.19771194458008","32.19771194458008","32.19771194458008"
"293","29.091812133789062","29.091812133789062","29.091812133789062"
"294","29.584421157836914","29.584421157836914","29.584421157836914"
"295","29.051647186279297","29.051647186279297","29.051647186279297"
"296","26.620866775512695","26.620866775512695","26.620866775512695"
"297","24.675996780395508","24.675996780395508","24.675996780395508"
"298","29.63534164428711","29.63534164428711","29.63534164428711"
"299","28.77621078491211","28.77621078491211","28.77621078491211"
"300","33.63521194458008","33.63521194458008","33.63521194458008"
"301","31.0872745513916","31.0872745513916","31.0872745513916"
"302","29.04282569885254","29.04282569885254","29.04282569885254"
"303","23.271028518676758","23.271028518676758","23.271028518676758"
"304","34.412498474121094","34.412498474121094","34.412498474121094"
"305","35.25423812866211","35.25423812866211","35.25423812866211"
"306","29.052865982055664","29.052865982055664","29.052865982055664"
"307","31.817378997802734","31.817378997802734","31.817378997802734"
"308","28.598587036132812","28.598587036132812","28.598587036132812"
"309","38.748558044433594","38.748558044433594","38.748558044433594"
"310","31.93376922607422","31.93376922607422","31.93376922607422"
"311","34.615211486816406","34.615211486816406","34.615211486816406"
"312","38.26901626586914","38.26901626586914","38.26901626586914"
"313","34.24330520629883","34.24330520629883","34.24330520629883"
"314","35.349979400634766","35.349979400634766","35.349979400634766"
"315","36.566951751708984","36.566951751708984","36.566951751708984"
"316","36.818050384521484","36.818050384521484","36.818050384521484"
"317","32.1959114074707","32.1959114074707","32.1959114074707"
"318","28.322734832763672","28.322734832763672","28.322734832763672"
"319","31.02684783935547","31.02684783935547","31.02684783935547"
"320","29.956098556518555","29.956098556518555","29.956098556518555"
"321","34.93537902832031","34.93537902832031","34.93537902832031"
"322","34.80482864379883","34.80482864379883","34.80482864379883"
"323","34.576358795166016","34.576358795166016","34.576358795166016"
"324","34.186378479003906","34.186378479003906","34.186378479003906"
"325","28.369747161865234","28.369747161865234","28.369747161865234"
"326","28.734203338623047","28.734203338623047","28.734203338623047"
"327","31.672183990478516","31.672183990478516","31.672183990478516"
"328","29.569236755371094","29.569236755371094","29.569236755371094"
"329","32.64630126953125","32.64630126953125","32.64630126953125"
"330","33.79219055175781","33.79219055175781","33.79219055175781"
"331","35.813499450683594","35.813499450683594","35.813499450683594"
"332","27.572423934936523","27.572423934936523","27.572423934936523"
"333","28.112979888916016","28.112979888916016","28.112979888916016"
"334","26.49665069580078","26.49665069580078","26.49665069580078"
"335","30.472326278686523","30.472326278686523","30.472326278686523"
"336","28.325923919677734","28.325923919677734","28.325923919677734"
"349","30.886587142944336","30.886587142944336","30.886587142944336"
"350","31.97960662841797","31.97960662841797","31.97960662841797"
"351","35.65354919433594","35.65354919433594","35.65354919433594"
"352","34.2885627746582","34.2885627746582","34.2885627746582"
"353","33.904747009277344","33.904747009277344","33.904747009277344"
"354","33.601219177246094","33.601219177246094","33.601219177246094"
"355","33.57844924926758","33.57844924926758","33.57844924926758"
"356","35.96019744873047","35.96019744873047","35.96019744873047"
"357","33.72315216064453","33.72315216064453","33.72315216064453"
"358","31.260141372680664","31.260141372680664","31.260141372680664"
"359","30.26241683959961","30.26241683959961","30.26241683959961"
"360","33.731101989746094","33.731101989746094","33.731101989746094"
"361","35.30485153198242","35.30485153198242","35.30485153198242"
"362","37.60270690917969","37.60270690917969","37.60270690917969"
"363","35.74617385864258","35.74617385864258","35.74617385864258"
"364","35.379066467285156","35.379066467285156","35.379066467285156"
"365","31.883821487426758","31.883821487426758","31.883821487426758"
"366","32.3931884765625","32.3931884765625","32.3931884765625"
"367","32.07514190673828","32.07514190673828","32.07514190673828"
"368","33.50383758544922","33.50383758544922","33.50383758544922"
"369","28.678916931152344","28.678916931152344","28.678916931152344"
"370","34.92372131347656","34.92372131347656","34.92372131347656"
"371","29.858123779296875","29.858123779296875","29.858123779296875"
"372","30.30898094177246","30.30898094177246","30.30898094177246"
"373","34.10709762573242","34.10709762573242","34.10709762573242"
"374","33.902984619140625","33.902984619140625","33.902984619140625"
"375","32.78773880004883","32.78773880004883","32.78773880004883"
"376","31.711599349975586","31.711599349975586","31.711599349975586"
"377","35.28541564941406","35.28541564941406","35.28541564941406"
"378","29.68167495727539","29.68167495727539","29.68167495727539"
"379","29.980493545532227","29.980493545532227","29.980493545532227"
"380","33.049232482910156","33.049232482910156","33.049232482910156"
"381","33.79334259033203","33.79334259033203","33.79334259033203"
"382","30.91227149963379","30.91227149963379","30.91227149963379"
"383","34.51514434814453","34.51514434814453","34.51514434814453"
"384","32.68787384033203","32.68787384033203","32.68787384033203"
"385","25.75221061706543","25.75221061706543","25.75221061706543"
"386","27.041759490966797","27.041759490966797","27.041759490966797"
"387","34.01438903808594","34.01438903808594","34.01438903808594"
"388","28.912294387817383","28.912294387817383","28.912294387817383"
"389","32.854942321777344","32.854942321777344","32.854942321777344"
"390","28.20556640625","28.20556640625","28.20556640625"
"391","29.457666397094727","29.457666397094727","29.457666397094727"
"392","33.21335220336914","33.21335220336914","33.21335220336914"
"393","31.634883880615234","31.634883880615234","31.634883880615234"
"394","31.7341365814209","31.7341365814209","31.7341365814209"
"395","37.63031005859375","37.63031005859375","37.63031005859375"
"396","36.28321838378906","36.28321838378906","36.28321838378906"
"397","28.665311813354492","28.665311813354492","28.665311813354492"
"398","36.04832458496094","36.04832458496094","36.04832458496094"
"399","48.86882400512695","48.86882400512695","48.86882400512695"
"400","49.99510955810547","49.99510955810547","49.99510955810547"
"401","36.336673736572266","36.336673736572266","36.336673736572266"
"402","40.06417465209961","40.06417465209961","40.06417465209961"
"403","39.843692779541016","39.843692779541016","39.843692779541016"
"404","34.36355972290039","34.36355972290039","34.36355972290039"
"405","36.52309799194336","36.52309799194336","36.52309799194336"
"406","36.27259063720703","36.27259063720703","36.27259063720703"
"407","25.632675170898438","25.632675170898438","25.632675170898438"
"408","29.1757869720459","29.1757869720459","29.1757869720459"
"409","35.74120330810547","35.74120330810547","35.74120330810547"
"410","41.74076843261719","41.74076843261719","41.74076843261719"
"411","33.33916473388672","33.33916473388672","33.33916473388672"
"412","38.218589782714844","38.218589782714844","38.218589782714844"
"413","44.61625671386719","44.61625671386719","44.61625671386719"
"414","32.55282974243164","32.55282974243164","32.55282974243164"
"415","35.00442123413086","35.00442123413086","35.00442123413086"
"416","32.8458251953125","32.8458251953125","32.8458251953125"
"417","36.10830307006836","36.10830307006836","36.10830307006836"
"418","36.461204528808594","36.461204528808594","36.461204528808594"
"419","26.90716552734375","26.90716552734375","26.90716552734375"
"420","26.586488723754883","26.586488723754883","26.586488723754883"
"421","36.121952056884766","36.121952056884766","36.121952056884766"
"422","39.73945617675781","39.73945617675781","39.73945617675781"
"423","36.44700622558594","36.44700622558594","36.44700622558594"
"424","31.439163208007812","31.439163208007812","31.439163208007812"
"425","38.10313034057617","38.10313034057617","38.10313034057617"
"426","34.01245880126953","34.01245880126953","34.01245880126953"
"427","37.98008728027344","37.98008728027344","37.98008728027344"
"428","34.23365783691406","34.23365783691406","34.23365783691406"
"429","32.20164108276367","32.20164108276367","32.20164108276367"
"430","31.895648956298828","31.895648956298828","31.895648956298828"
"431","35.16472244262695","35.16472244262695","35.16472244262695"
"432","27.627601623535156","27.627601623535156","27.627601623535156"
"433","35.81916046142578","35.81916046142578","35.81916046142578"
"434","35.1317138671875","35.1317138671875","35.1317138671875"
"435","39.10751724243164","39.10751724243164","39.10751724243164"
"436","35.83741760253906","35.83741760253906","35.83741760253906"
"437","32.88039016723633","32.88039016723633","32.88039016723633"
"438","35.463741302490234","35.463741302490234","35.463741302490234"
"439","31.036907196044922","31.036907196044922","31.036907196044922"
"440","34.54397964477539","34.54397964477539","34.54397964477539"
"441","30.553237915039062","30.553237915039062","30.553237915039062"
"442","27.658037185668945","27.658037185668945","27.658037185668945"
"443","32.18165588378906","32.18165588378906","32.18165588378906"
"444","31.366479873657227","31.366479873657227","31.366479873657227"
"445","30.260881423950195","30.260881423950195","30.260881423950195"
"446","37.45085144042969","37.45085144042969","37.45085144042969"
"447","35.92503356933594","35.92503356933594","35.92503356933594"
"448","31.084976196289062","31.084976196289062","31.084976196289062"
"461","35.05843734741211","35.05843734741211","35.05843734741211"
"462","32.46320724487305","32.46320724487305","32.46320724487305"
"463","37.0896110534668","37.0896110534668","37.0896110534668"
"464","33.86849594116211","33.86849594116211","33.86849594116211"
"465","31.628198623657227","31.628198623657227","31.628198623657227"
"466","32.311134338378906","32.311134338378906","32.311134338378906"
"467","28.23523712158203","28.23523712158203","28.23523712158203"
"468","31.613439559936523","31.613439559936523","31.613439559936523"
"469","33.42174530029297","33.42174530029297","33.42174530029297"
"470","37.2963752746582","37.2963752746582","37.2963752746582"
"471","34.348941802978516","34.348941802978516","34.348941802978516"
"472","31.934337615966797","31.934337615966797","31.934337615966797"
"473","33.04413604736328","33.04413604736328","33.04413604736328"
"474","32.41926193237305","32.41926193237305","32.41926193237305"
"475","27.441078186035156","27.441078186035156","27.441078186035156"
"476","26.208065032958984","26.208065032958984","26.208065032958984"
"477","34.38762664794922","34.38762664794922","34.38762664794922"
"478","36.30902862548828","36.30902862548828","36.30902862548828"
"479","34.4788818359375","34.4788818359375","34.4788818359375"
"480","33.45002365112305","33.45002365112305","33.45002365112305"
"481","32.9210090637207","32.9210090637207","32.9210090637207"
"482","31.005596160888672","31.005596160888672","31.005596160888672"
"483","38.29460906982422","38.29460906982422","38.29460906982422"
"484","33.434242248535156","33.434242248535156","33.434242248535156"
"485","29.42214012145996","29.42214012145996","29.42214012145996"
"486","31.16444206237793","31.16444206237793","31.16444206237793"
"487","39.22084426879883","39.22084426879883","39.22084426879883"
"488","29.5795955657959","29.5795955657959","29.5795955657959"
"489","30.61740493774414","30.61740493774414","30.61740493774414"
"490","35.56744384765625","35.56744384765625","35.56744384765625"
"491","24.865711212158203","24.865711212158203","24.865711212158203"
"492","33.03322982788086","33.03322982788086","33.03322982788086"
"493","33.57656478881836","33.57656478881836","33.57656478881836"
"494","25.16461753845215","25.16461753845215","25.16461753845215"
"495","41.65626907348633","41.65626907348633","41.65626907348633"
"496","29.752561569213867","29.752561569213867","29.752561569213867"
"497","29.820091247558594","29.820091247558594","29.820091247558594"
"498","28.972957611083984","28.972957611083984","28.972957611083984"
"499","29.810293197631836","29.810293197631836","29.810293197631836"
"500","36.17966079711914","36.17966079711914","36.17966079711914"
"501","26.02758026123047","26.02758026123047","26.02758026123047"
"502","32.08354949951172","32.08354949951172","32.08354949951172"
"503","33.958473205566406","33.958473205566406","33.958473205566406"
"504","32.76737976074219","32.76737976074219","32.76737976074219"
"505","32.45186996459961","32.45186996459961","32.45186996459961"
"506","33.874053955078125","33.874053955078125","33.874053955078125"
"507","32.38285827636719","32.38285827636719","32.38285827636719"
"508","31.720544815063477","31.720544815063477","31.720544815063477"
"509","28.98966407775879","28.98966407775879","28.98966407775879"
"510","28.09576988220215","28.09576988220215","28.09576988220215"
"511","29.014301300048828","29.014301300048828","29.014301300048828"
"512","29.278684616088867","29.278684616088867","29.278684616088867"
"513","30.530229568481445","30.530229568481445","30.530229568481445"
"514","29.893972396850586","29.893972396850586","29.893972396850586"
"515","37.6676025390625","37.6676025390625","37.6676025390625"
"516","35.96778106689453","35.96778106689453","35.96778106689453"
"517","34.09063720703125","34.09063720703125","34.09063720703125"
"518","32.567630767822266","32.567630767822266","32.567630767822266"
"519","30.681503295898438","30.681503295898438","30.681503295898438"
"520","29.175369262695312","29.175369262695312","29.175369262695312"
"521","37.974430084228516","37.974430084228516","37.974430084228516"
"522","27.83344841003418","27.83344841003418","27.83344841003418"
"523","31.717721939086914","31.717721939086914","31.717721939086914"
"524","29.959978103637695","29.959978103637695","29.959978103637695"
"525","27.540075302124023","27.540075302124023","27.540075302124023"
"526","31.361278533935547","31.361278533935547","31.361278533935547"
"527","34.51715850830078","34.51715850830078","34.51715850830078"
"528","30.412860870361328","30.412860870361328","30.412860870361328"
"529","32.62144470214844","32.62144470214844","32.62144470214844"
"542","31.945999145507812","31.945999145507812","31.945999145507812"
"543","29.296443939208984","29.296443939208984","29.296443939208984"
"544","32.345699310302734","32.345699310302734","32.345699310302734"
"545","31.96874237060547","31.96874237060547","31.96874237060547"
"546","27.449748992919922","27.449748992919922","27.449748992919922"
"547","35.57741165161133","35.57741165161133","35.57741165161133"
"548","29.376344680786133","29.376344680786133","29.376344680786133"
"549","32.29475784301758","32.29475784301758","32.29475784301758"
"550","31.168325424194336","31.168325424194336","31.168325424194336"
"551","32.774967193603516","32.774967193603516","32.774967193603516"
"552","30.62969207763672","30.62969207763672","30.62969207763672"
"553","32.602638244628906","32.602638244628906","32.602638244628906"
"554","28.382713317871094","28.382713317871094","28.382713317871094"
"555","34.164642333984375","34.164642333984375","34.164642333984375"
"556","36.12889862060547","36.12889862060547","36.12889862060547"
"557","31.962068557739258","31.962068557739258","31.962068557739258"
"558","30.930458068847656","30.930458068847656","30.930458068847656"
"559","28.466732025146484","28.466732025146484","28.466732025146484"
"560","28.448802947998047","28.448802947998047","28.448802947998047"
"561","31.811922073364258","31.811922073364258","31.811922073364258"
"562","26.547090530395508","26.547090530395508","26.547090530395508"
"563","29.24609375","29.24609375","29.24609375"
"564","30.835948944091797","30.835948944091797","30.835948944091797"
"565","27.210588455200195","27.210588455200195","27.210588455200195"
"566","28.089271545410156","28.089271545410156","28.089271545410156"
"567","27.80339241027832","27.80339241027832","27.80339241027832"
